"1","2","3","4","5","6","7","kingdom","phylum","class","order","family","genus","species"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Taxodium","Taxodium distichum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus pumila"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus elliottii"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Cedrela","Cedrela fissilis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Cornales","Cornaceae","Cornus","Cornus florida"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus grandis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Carya","Carya illinoensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula alleghaniensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pseudotsuga","Pseudotsuga menziesii"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula papyrifera"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus persica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Plumeria","Plumeria rubra"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer saccharinum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer saccharum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus serotina"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona squamosa"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus taeda"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis tenuifolia"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ebenaceae","Diospyros","Diospyros texana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus tremuloides"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborinus","Xyleborinus saxeseni","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus typhina"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus alba"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Brosimum","Brosimum alicastrum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","Tetragastris","Tetragastris altissima"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Combretaceae","Terminalia","Terminalia amazonica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea","Persea americana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Pouteria","Pouteria reticulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Dendropanax","Dendropanax arboreus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Lecythidaceae","Barringtonia","Barringtonia asiatica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Manilkara","Manilkara bidentata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Melicoccus","Melicoccus bijugatus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus rubra"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Metopium","Metopium brownei"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Theobroma","Theobroma cacao"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cajanus","Cajanus cajan"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Calophyllaceae","Calophyllum","Calophyllum calaba"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Spathodea","Spathodea campanulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus caribaea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Combretaceae","Terminalia","Terminalia catappa"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Breonia","Breonia chinensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus coccinea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Nectandra","Nectandra coriacea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Lecythidaceae","Lecythis","Lecythis corrugata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina costaricensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hymenaea","Hymenaea courbaril"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus deltoides"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanea","Castanea dentata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Taxodium","Taxodium distichum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Spondias","Spondias dulcis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Pouteria","Pouteria egregia"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus elliottii"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","Dacryodes","Dacryodes excelsa"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus falcata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena fragrans"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acrocarpus","Acrocarpus fraxinifolius"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Micropholis","Micropholis garciniifolia"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Miconia","Miconia globulifera"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Lecythidaceae","Eschweilera","Eschweilera parviflora"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Senegalia","Senegalia gaumeri"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dialium","Dialium guianense"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Tabebuia","Tabebuia heterophylla"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Clethraceae","Clethra","Clethra hondurensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Carya","Carya illinoensis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Alexa","Alexa imperatricis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Mangifera","Mangifera indica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Andira","Andira inermis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","Bursera","Bursera instabilis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Syzygium","Syzygium jambos"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia","Albizia julibrissin"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis laevigata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Sapium","Sapium laurocerasus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Couma","Couma macrocarpa"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pentaclethra","Pentaclethra macroloba"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Ochnaceae","Cespedesia","Cespedesia spathulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Swietenia","Swietenia macrophylla"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Syzygium","Syzygium malaccense"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena massangeana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Spondias","Spondias mombin"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Elaeocarpaceae","Sloanea","Sloanea multiflora"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula nigra"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton nitens"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Cocos","Cocos nucifera"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis occidentalis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Cedrela","Cedrela odorata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Saccharum","Saccharum officinarum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Cecropia","Cecropia peltata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Miconia","Miconia prasina"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Humiriaceae","Humiriastrum","Humiriastrum procerum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Trichilia","Trichilia quadrijuga"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Leucaena","Leucaena pulverulenta"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Toulicia","Toulicia pulvinata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Spondias","Spondias purpurea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Pachira","Pachira quinata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Cyrillaceae","Cyrilla","Cyrilla racemiflora"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona reticulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus robusta"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Syagrus","Syagrus romanzoffiana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Tabebuia","Tabebuia rosea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus rubra"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer saccharinum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Cecropia","Cecropia schreberiana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus serotina"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Burseraceae","Bursera","Bursera simaruba"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona squamosa"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Altingiaceae","Liquidambar","Liquidambar styraciflua"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Combretaceae","Buchenavia","Buchenavia tetraphylla"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Chamaecyparis","Chamaecyparis thyoides"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus velutina"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Inga","Inga vera"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus virginiana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus affinis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Manilkara","Manilkara zapota"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus bispinatus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Swietenia","Swietenia macrophylla"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus bispinatus","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea","Persea palustris"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus alba"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Brosimum","Brosimum alicastrum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Artocarpus","Artocarpus altilis"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Combretaceae","Terminalia","Terminalia amazonica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea","Persea americana"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Pouteria","Pouteria reticulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Heliocarpus","Heliocarpus appendiculatus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Dendropanax","Dendropanax arboreus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Lecythidaceae","Barringtonia","Barringtonia asiatica"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lysiloma","Lysiloma latisiliquum"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Melicoccus","Melicoccus bijugatus"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina breviflora"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Theobroma","Theobroma cacao"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cajanus","Cajanus cajan"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Spathodea","Spathodea campanulata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus caribaea"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Manilkara","Manilkara chicle"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hymenaea","Hymenaea courbaril"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Lecythidaceae","Lecythis","Lecythis corrugata"
"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Thouinidium","Thouinidium decandrum"
